date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
3/6/2024,42,Standing Next to You,Jung Kook,94,206019,album,11,11/3/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
3/6/2024,43,As It Was,Harry Styles,93,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
3/6/2024,44,Paint The Town Red,Doja Cat,86,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
3/6/2024,45,CONTIGO (with Tiësto),KAROL G & Tiësto,90,192786,single,1,2/15/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273c5426d9daa879064ccf12fb1
3/6/2024,46,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,94,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
3/6/2024,47,BURN,¥$ & Kanye West & Ty Dolla $ign,89,111458,album,16,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
3/6/2024,48,BELLAKEO,Peso Pluma & Anitta,94,197333,single,1,12/7/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d
3/6/2024,49,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,94,260370,album,14,1/12/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273b968625b03ec59b30b48e9c3
3/6/2024,50,Lover,Taylor Swift,93,221306,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
3/7/2024,1,Beautiful Things,Benson Boone,100,180304,single,1,1/18/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19
3/7/2024,2,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,96,264324,album,16,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
3/7/2024,3,End of Beginning,Djo,93,159245,album,13,9/16/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
3/7/2024,4,greedy,Tate McRae,98,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
3/7/2024,5,TEXAS HOLD 'EM,Beyoncé,87,235636,single,3,2/10/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2736c1836a40380c147eab9c98f
3/7/2024,6,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
3/7/2024,7,Lose Control,Teddy Swims,94,210688,album,10,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
3/7/2024,8,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,86,244684,album,36,2/9/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5
3/7/2024,9,My Love Mine All Mine,Mitski,97,137773,album,11,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
3/7/2024,10,La Diabla,Xavi,98,172264,single,1,11/30/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611
3/7/2024,11,Stick Season,Noah Kahan,97,182346,album,14,10/14/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
3/7/2024,12,Gata Only,FloyyMenor & Cris Mj,91,222000,single,1,2/2/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2731d0777b3259d0bd618f4a1f6
3/7/2024,13,redrum,21 Savage,96,270697,album,15,1/12/2024,TRUE,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
3/7/2024,14,LUNA,Feid,96,196800,album,10,12/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
3/7/2024,15,Lovin On Me,Jack Harlow,97,138411,single,1,11/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
3/7/2024,16,Saturn,SZA,90,186191,single,5,2/22/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
3/7/2024,17,Praise Jah In The Moonlight,YG Marley,94,263040,single,1,12/27/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273672db804db16b0dd95ecf572
3/7/2024,18,Unwritten,Natasha Bedingfield,94,259333,album,14,8/30/2004,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
3/7/2024,19,FE!N (feat. Playboi Carti),Travis Scott,93,191700,album,19,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
3/7/2024,20,I Wanna Be Yours,Arctic Monkeys,95,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
3/7/2024,21,Training Season,Dua Lipa,92,209487,single,4,2/15/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d
3/7/2024,22,Houdini,Dua Lipa,94,185917,single,1,11/9/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
3/7/2024,23,La Víctima,Xavi,95,156345,single,1,8/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730e8dc9720dd03d86627fa54b
3/7/2024,24,PERRO NEGRO,Bad Bunny,94,162767,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
3/7/2024,25,The Night We Met,Lord Huron,82,208211,album,14,4/7/2015,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
3/7/2024,26,Seven (feat. Latto) (Explicit Ver.),Jung Kook,89,183550,album,11,11/3/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
3/7/2024,27,LA FALDA,Myke Towers,93,174229,album,23,9/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
3/7/2024,28,Popular (with Playboi Carti & Madonna),The Weeknd,85,215466,album,36,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5
3/7/2024,29,"yes, and?",Ariana Grande,95,214994,single,1,1/12/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2736b0b6e20fdb1ee07de7e92d6
3/7/2024,30,QLONA,KAROL G,92,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
3/7/2024,31,Water,Tyla,94,200255,single,1,7/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
3/7/2024,32,Strangers,Kenya Grace,94,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
3/7/2024,33,Flowers,Miley Cyrus,94,200600,album,14,8/18/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
3/7/2024,34,Whatever She Wants,Bryson Tiller,87,161342,single,1,2/13/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
3/7/2024,35,Starboy,The Weeknd,93,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
3/7/2024,36,vampire,Olivia Rodrigo,94,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
3/7/2024,37,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
3/7/2024,38,BURN,¥$ & Kanye West & Ty Dolla $ign,89,111458,album,16,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
3/7/2024,39,CONTIGO (with Tiësto),KAROL G & Tiësto,90,192786,single,1,2/15/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273c5426d9daa879064ccf12fb1
3/7/2024,40,Never Lose Me,Flo Milli,92,125901,single,1,11/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2736a17369515a43d96fb18d193
3/7/2024,41,Snooze,SZA,93,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
3/7/2024,42,Daylight,David Kushner,93,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
3/7/2024,43,Standing Next to You,Jung Kook,94,206019,album,11,11/3/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
3/7/2024,44,Paint The Town Red,Doja Cat,85,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
3/7/2024,45,As It Was,Harry Styles,93,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
3/7/2024,46,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,93,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
3/7/2024,47,ONE CALL,Rich Amiri,87,121399,album,14,11/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732c2ada65af543cc22f7676d2
3/7/2024,48,Feather,Sabrina Carpenter,92,185552,album,17,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730f45623be014a592a5815827
3/7/2024,49,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,94,260370,album,14,1/12/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273b968625b03ec59b30b48e9c3
3/7/2024,50,Lover,Taylor Swift,92,221306,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
3/8/2024,1,Beautiful Things,Benson Boone,100,180304,single,1,1/18/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19
3/8/2024,2,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,96,264324,album,16,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
3/8/2024,3,End of Beginning,Djo,94,159245,album,13,9/16/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
3/8/2024,4,greedy,Tate McRae,98,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
3/8/2024,5,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
3/8/2024,6,Lose Control,Teddy Swims,94,210688,album,10,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
3/8/2024,7,TEXAS HOLD 'EM,Beyoncé,87,235636,single,3,2/10/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2736c1836a40380c147eab9c98f
3/8/2024,8,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,86,244684,album,36,2/9/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5
3/8/2024,9,My Love Mine All Mine,Mitski,97,137773,album,11,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
3/8/2024,10,La Diabla,Xavi,98,172264,single,1,11/30/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611
3/8/2024,11,Gata Only,FloyyMenor & Cris Mj,92,222000,single,1,2/2/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2731d0777b3259d0bd618f4a1f6
3/8/2024,12,Stick Season,Noah Kahan,97,182346,album,14,10/14/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
3/8/2024,13,redrum,21 Savage,96,270697,album,15,1/12/2024,TRUE,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
3/8/2024,14,LUNA,Feid,96,196800,album,10,12/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
3/8/2024,15,Saturn,SZA,90,186191,single,5,2/22/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
3/8/2024,16,Lovin On Me,Jack Harlow,97,138411,single,1,11/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
3/8/2024,17,FE!N (feat. Playboi Carti),Travis Scott,93,191700,album,19,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
3/8/2024,18,Unwritten,Natasha Bedingfield,94,259333,album,14,8/30/2004,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
3/8/2024,19,Praise Jah In The Moonlight,YG Marley,94,263040,single,1,12/27/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273672db804db16b0dd95ecf572
3/8/2024,20,I Wanna Be Yours,Arctic Monkeys,95,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
3/8/2024,21,Training Season,Dua Lipa,92,209487,single,4,2/15/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d
3/8/2024,22,Houdini,Dua Lipa,94,185917,single,1,11/9/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
3/8/2024,23,PERRO NEGRO,Bad Bunny,94,162767,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
3/8/2024,24,La Víctima,Xavi,95,156345,single,1,8/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730e8dc9720dd03d86627fa54b
3/8/2024,25,The Night We Met,Lord Huron,82,208211,album,14,4/7/2015,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
3/8/2024,26,Seven (feat. Latto) (Explicit Ver.),Jung Kook,88,183550,album,11,11/3/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
3/8/2024,27,LA FALDA,Myke Towers,93,174229,album,23,9/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
3/8/2024,28,Water,Tyla,94,200255,single,1,7/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
3/8/2024,29,Strangers,Kenya Grace,94,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
3/8/2024,30,Popular (with Playboi Carti & Madonna),The Weeknd,85,215466,album,36,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5
3/8/2024,31,QLONA,KAROL G,92,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
3/8/2024,32,"yes, and?",Ariana Grande,95,214994,single,1,1/12/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2736b0b6e20fdb1ee07de7e92d6
3/8/2024,33,Flowers,Miley Cyrus,94,200600,album,14,8/18/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
3/8/2024,34,vampire,Olivia Rodrigo,94,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
3/8/2024,35,Starboy,The Weeknd,93,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
3/8/2024,36,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
3/8/2024,37,Whatever She Wants,Bryson Tiller,88,161342,single,1,2/13/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
3/8/2024,38,Feather,Sabrina Carpenter,92,185552,album,17,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730f45623be014a592a5815827
3/8/2024,39,ONE CALL,Rich Amiri,87,121399,album,14,11/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732c2ada65af543cc22f7676d2
3/8/2024,40,Daylight,David Kushner,93,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
3/8/2024,41,As It Was,Harry Styles,93,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
3/8/2024,42,Paint The Town Red,Doja Cat,85,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
3/8/2024,43,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,93,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
3/8/2024,44,Never Lose Me,Flo Milli,92,125901,single,1,11/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2736a17369515a43d96fb18d193
3/8/2024,45,Standing Next to You,Jung Kook,94,206019,album,11,11/3/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
3/8/2024,46,CONTIGO (with Tiësto),KAROL G & Tiësto,90,192786,single,1,2/15/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273c5426d9daa879064ccf12fb1
3/8/2024,47,Snooze,SZA,93,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
3/8/2024,48,Viva La Vida,Coldplay,89,242373,album,10,5/26/2008,FALSE,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
3/8/2024,49,Locked out of Heaven,Bruno Mars,91,233478,album,10,12/7/2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
3/8/2024,50,Lover,Taylor Swift,92,221306,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
3/9/2024,1,Beautiful Things,Benson Boone,100,180304,single,1,1/18/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19
3/9/2024,2,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,96,264324,album,16,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
3/9/2024,3,End of Beginning,Djo,94,159245,album,13,9/16/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
3/9/2024,4,greedy,Tate McRae,98,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
3/9/2024,5,Lose Control,Teddy Swims,94,210688,album,10,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
3/9/2024,6,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
3/9/2024,7,TEXAS HOLD 'EM,Beyoncé,87,235636,single,3,2/10/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2736c1836a40380c147eab9c98f
3/9/2024,8,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,86,244684,album,36,2/9/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5
3/9/2024,9,My Love Mine All Mine,Mitski,97,137773,album,11,9/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
3/9/2024,10,Gata Only,FloyyMenor & Cris Mj,92,222000,single,1,2/2/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2731d0777b3259d0bd618f4a1f6
3/9/2024,11,Stick Season,Noah Kahan,97,182346,album,14,10/14/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
3/9/2024,12,La Diabla,Xavi,97,172264,single,1,11/30/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611
3/9/2024,13,redrum,21 Savage,96,270697,album,15,1/12/2024,TRUE,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
3/9/2024,14,LUNA,Feid,96,196800,album,10,12/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242
3/9/2024,15,Saturn,SZA,90,186191,single,5,2/22/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
3/9/2024,16,FE!N (feat. Playboi Carti),Travis Scott,93,191700,album,19,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
3/9/2024,17,Lovin On Me,Jack Harlow,96,138411,single,1,11/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
3/9/2024,18,Unwritten,Natasha Bedingfield,94,259333,album,14,8/30/2004,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
3/9/2024,19,I Wanna Be Yours,Arctic Monkeys,95,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
3/9/2024,20,Praise Jah In The Moonlight,YG Marley,94,263040,single,1,12/27/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273672db804db16b0dd95ecf572
3/9/2024,21,Houdini,Dua Lipa,94,185917,single,1,11/9/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af
3/9/2024,22,LA FALDA,Myke Towers,93,174229,album,23,9/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8
3/9/2024,23,Training Season,Dua Lipa,92,209487,single,4,2/15/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273790260cc86fd7b2678bb204d
3/9/2024,24,The Night We Met,Lord Huron,82,208211,album,14,4/7/2015,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
3/9/2024,25,PERRO NEGRO,Bad Bunny,94,162767,album,22,10/13/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
3/9/2024,26,Strangers,Kenya Grace,94,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
3/9/2024,27,Water,Tyla,93,200255,single,1,7/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
3/9/2024,28,Seven (feat. Latto) (Explicit Ver.),Jung Kook,88,183550,album,11,11/3/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
3/9/2024,29,Popular (with Playboi Carti & Madonna),The Weeknd,85,215466,album,36,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5
3/9/2024,30,"yes, and?",Ariana Grande,95,214994,single,1,1/12/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2736b0b6e20fdb1ee07de7e92d6
3/9/2024,31,Whatever She Wants,Bryson Tiller,88,161342,single,1,2/13/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2731aba7b448d35bd576ceac182
3/9/2024,32,Flowers,Miley Cyrus,94,200600,album,14,8/18/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
3/9/2024,33,La Víctima,Xavi,94,156345,single,1,8/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730e8dc9720dd03d86627fa54b
3/9/2024,34,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
3/9/2024,35,Starboy,The Weeknd,93,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
3/9/2024,36,QLONA,KAROL G,92,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
3/9/2024,37,vampire,Olivia Rodrigo,94,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
3/9/2024,38,Locked out of Heaven,Bruno Mars,91,233478,album,10,12/7/2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
3/9/2024,39,As It Was,Harry Styles,93,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
3/9/2024,40,Snooze,SZA,93,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
3/9/2024,41,Paint The Town Red,Doja Cat,85,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
3/9/2024,42,Never Lose Me,Flo Milli,92,125901,single,1,11/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2736a17369515a43d96fb18d193
3/9/2024,43,Standing Next to You,Jung Kook,94,206019,album,11,11/3/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
3/9/2024,44,Viva La Vida,Coldplay,89,242373,album,10,5/26/2008,FALSE,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
3/9/2024,45,Daylight,David Kushner,93,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
3/9/2024,46,CONTIGO (with Tiësto),KAROL G & Tiësto,90,192786,single,1,2/15/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273c5426d9daa879064ccf12fb1
3/9/2024,47,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,93,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
3/9/2024,48,ONE CALL,Rich Amiri,87,121399,album,14,11/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732c2ada65af543cc22f7676d2
3/9/2024,49,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,92,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c8fd4190e32eed2dfcd00f66
3/9/2024,50,Según Quién,Maluma,89,142334,album,25,8/25/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
3/10/2024,1,Beautiful Things,Benson Boone,100,180304,single,1,1/18/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19
3/10/2024,2,CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,96,264324,album,16,2/9/2024,TRUE,https://i.scdn.co/image/ab67616d0000b2730a31b4026a452ae8c3f97a76
3/10/2024,3,End of Beginning,Djo,94,159245,album,13,9/16/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
3/10/2024,4,greedy,Tate McRae,98,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
3/10/2024,5,we can't be friends (wait for your love),Ariana Grande,69,228639,album,13,3/8/2024,FALSE,https://i.scdn.co/image/ab67616d0000b273c75a14e746ffe2030e8cd5da
